text,clean_text,label,language,source
Kechikaman biroz 16:30 da boraman. :),kechikaman biroz 16:30 da boraman. :,SAFE,uz,v10_uzb_foundation
Account verification required witthin 48 hours...,account verification required witthin 48 hours...,SUSPICIOUS,en,synthetic_suspicious_v1
Yutuq sohibi bo'ldingiz! 503 000 so'm yutdingiz. https://t.me/prize_bot/347572!!,yutuq sohibi bo'ldingiz 503 000 so'm yutdingiz. https://t.me/prize_bot/347572,DANGEROUS,uz,v10_uzb_foundation
Bugungi majlis 15:30 ga surildi. tezroq,bugungi majlis 15:30 ga surildi. tezroq,SAFE,en,v10_eng_foundation
K I'll call you when I'm close,k i'll call you when i'm close,SAFE,en,v10_eng_foundation
Kechikaman biroz 10:45 da boraman..,kechikaman biroz 10:45 da boraman..,SAFE,uz,v10_uzb_foundation
Пополнил баланс на 10617 сум. Спасибо!,пополнил баланс на 10617 сум. спасибо,SAFE,ru,v10_rus_foundation
Sizga 383828 so'm bonus berildi! Olish uchun: http://prize-win.top,sizga 383828 so'm bonus berildi olish uchun: http://prize win.top,SUSPICIOUS,uz,v10_uzb_foundation
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",i thought i'd get him a watch just cos thats the kind of thing u get4an18th. and he loves so much,SAFE,uz,v10_uzb_foundation
Karta faollashtirildi. Kod: 219002,karta faollashtirildi. kod: 219002,SAFE,uz,v10_uzb_foundation
No go. No openings for that room 'til after thanksgiving without an upcharge.,no go. no openings for that room 'til after thanksgiving without an upcharge.,SAFE,en,v10_eng_foundation
HAPPY NEW YEAR MY NO.1 MAN,happy new year my no.1 man,SAFE,en,v10_eng_foundation
All e best 4 ur exam later.,all e best 4 ur exam later.,SAFE,en,v10_eng_foundation
"Salom, men operatordan. Hisobbingiz haqida gaplashhishimiz kerak...",salom men operatordan. hisobbingiz haqida gaplashhishimiz kerak...,SUSPICIOUS,uz,synthetic_suspicious_v1
Karta faollashtirildi. Kod: 441436,karta faollashtirildi. kod: 441436,SAFE,uz,v10_uzb_foundation
Bugun 20:45 da ko'rishamiz.!,bugun 20:45 da ko'rishamiz.,SAFE,uz,v10_uzb_foundation
piyoz narxi qancha ekan hozir? tezroq,piyoz narxi qancha ekan hozir tezroq,SAFE,uz,v10_uzb_foundation
Sizning kodingiz: 685422,sizning kodingiz: 685422,SAFE,uz,v10_uzb_foundation
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://click-auth.uz/code=843628,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://click auth.uz/code 843628,DANGEROUS,uz,v10_uzb_foundation
Telegram Premium free! Botga kiring http://uz-confirm.com/908565!!,telegram premium free botga kiring http://uz confirm.com/908565,DANGEROUS,en,v10_eng_foundation
Sizga yangi transfer keldi 143 000. Qabul qiling https://bit.ly/claim-252385.,sizga yangi transfer keldi 143 000. qabul qiling https://bit.ly/claim 252385.,DANGEROUS,uz,v10_uzb_foundation
Bugun dars soat nechida boshlanadi?,bugun dars soat nechida boshlanadi,SAFE,uz,v10_uzb_foundation
Tasdiqlash kodi: 288994,tasdiqlash kodi: 288994,SAFE,uz,v10_uzb_foundation
Kechikaman biroz 19:45 da boraman. :),kechikaman biroz 19:45 da boraman. :,SAFE,uz,v10_uzb_foundation
I anything lor...,i anything lor...,SAFE,en,v10_eng_foundation
Can Ì_ send me a copy of da report?,can ì_ send me a copy of da report,SAFE,en,v10_eng_foundation
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right ok. i'll make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,SAFE,en,v10_eng_foundation
Hisobingizga 109774 so'm kelib tushdi. Manba: Uzum,hisobingizga 109774 so'm kelib tushdi. manba: uzum,SAFE,uz,v10_uzb_foundation
Yutuq sohibi bo'ldingiz! 84 000 so'm yutdingiz. http://uz-confirm.com/929566 (,yutuq sohibi bo'ldingiz 84 000 so'm yutdingiz. http://uz confirm.com/929566,DANGEROUS,uz,v10_uzb_foundation
Lolnice. I went from a fish to ..water.?,lolnice. i went from a fish to ..water.,SAFE,en,v10_eng_foundation
Nope... C ü then...,nope... c ü then...,SAFE,en,v10_eng_foundation
New device dan logni bo'dli..,new device dan logni bo'dli..,SUSPICIOUS,uz,synthetic_suspicious_v1
On ma way to school. Can you pls send me ashley's number,on ma way to school. can you pls send me ashley's number,SAFE,en,v10_eng_foundation
Hisobingizdan 568 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://pay-check.net/935013,hisobingizdan 568 000 som spisanie. agar bu siz bo'lmasangiz cancel qiling: http://pay check.net/935013,DANGEROUS,uz,v10_uzb_foundation
Hisobingizga 470690 so'm kelib tushdi. Manba: Click,hisobingizga 470690 so'm kelib tushdi. manba: click,SAFE,uz,v10_uzb_foundation
Still at west coast... Haiz... ÌÏ'll take forever to come back...,still at west coast... haiz... ìï'll take forever to come back...,SAFE,en,v10_eng_foundation
Wat time do u wan 2 meet me later?,wat time do u wan 2 meet me later,SAFE,uz,v10_uzb_foundation
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/1070659,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/1070659,DANGEROUS,uz,v10_uzb_foundation
I might go 2 sch. Yar at e salon now v boring.,i might go 2 sch. yar at e salon now v boring.,SAFE,en,v10_eng_foundation
Special promotion endnig soon...,special promotion endnig soon...,SUSPICIOUS,en,synthetic_suspicious_v1
Hisbingizda 6 ta yangi xabar bor!,hisbingizda 6 ta yangi xabar bor,SUSPICIOUS,uz,synthetic_suspicious_v1
K..k:)how about your training process?,k..k: how about your training process,SAFE,en,v10_eng_foundation
Update required profiliingiz uchun!,update required profiliingiz uchun,SUSPICIOUS,uz,synthetic_suspicious_v1
Karta faollashtirildi. Kod: 944236,karta faollashtirildi. kod: 944236,SAFE,uz,v10_uzb_foundation
"Bugun dars bo'lmaydi, o'qituvchi kasal ekan",bugun dars bo'lmaydi o'qituvchi kasal ekan,SAFE,uz,v10_uzb_foundation
Microsoft: Hisobingizga muvaffaqiyatli kirildi. IP: 213.320.12.11.,microsoft: hisobingizga muvaffaqiyatli kirildi. ip: 213.320.12.11.,SAFE,en,v10_eng_foundation
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,love has one law make happy the person you love. in the same way friendship has one law never make ur friend feel alone until you are alive.... gud night,SAFE,en,v10_eng_foundation
VIP stast olish imkoniyati mavjud,vip stast olish imkoniyati mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1
"Kriptovalyuta sarmoya qilib kuniga 3140,000 so'm toping: https://click-auth.uz/code=9368421",kriptovalyuta sarmoya qilib kuniga 3140 000 so'm toping: https://click auth.uz/code 9368421,DANGEROUS,uz,v10_uzb_foundation
ÃÃ predict wat time Ã_'ll finish buying?,ã ã predict wat time ã _'ll finish buying,SAFE,en,v10_eng_foundation
Bugun ishga bormaysanmi,bugun ishga bormaysanmi,SAFE,uz,v10_uzb_foundation
Sizga 952498 so'm bonus berildi! Olish uchun: http://prize-win.top,sizga 952498 so'm bonus berildi olish uchun: http://prize win.top,SUSPICIOUS,uz,v10_uzb_foundation
Howz that persons story,howz that persons story,SAFE,en,v10_eng_foundation
"Yangi qurilmadan (MacBook, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=47",yangi qurilmadan macbook moscow hisobingizga kirish aniqlandi. xavfsizlik uchun tasdiqlash talab qilinadi: https://profil tasdiq.com/sms id 47,DANGEROUS,uz,v10_uzb_foundation
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur cash balance is currently 500 pounds to maximize ur cash in now send go to 86688 only 150p/meg. cc: 08718720201 hg/suite342/2lands row/w1j6hl,SUSPICIOUS,en,v10_eng_foundation
Security alert: Telegramag begona kirdi. Please verify login immediately: http://verify-secure.click???,security alert: telegramag begona kirdi. please verify login immediately: http://verify secure.click,DANGEROUS,en,v10_eng_foundation
Bugungi majlis 19:30 ga surildi. :),bugungi majlis 19:30 ga surildi. :,SAFE,en,v10_eng_foundation
"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",bill as in: are there any letters for me. i ûªm expecting one from orange that isn ûªt a bill but may still say orange on it.,SAFE,en,v10_eng_foundation
Hisobingizga noma'lum qurilmadan ualnish bo'ldi...,hisobingizga noma'lum qurilmadan ualnish bo'ldi...,SUSPICIOUS,uz,synthetic_suspicious_v1
Tranzaksiya tasdiqlash kutilmoqda..,tranzaksiya tasdiqlash kutilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1
Новый запрос авторизации зафиксирован,новый запрос авторизации зафиксирован,SUSPICIOUS,ru,synthetic_suspicious_v1
"Menga 3770,000 so'm tashlab tura olasanmi?!",menga 3770 000 so'm tashlab tura olasanmi,SAFE,uz,v10_uzb_foundation
Bugun ishlay olmayman,bugun ishlay olmayman,SAFE,uz,v10_uzb_foundation
But that's on ebay it might be less elsewhere.,but that's on ebay it might be less elsewhere.,SAFE,en,v10_eng_foundation
"Sizning buyurtmangiz bo'yciha muammo br, aloqaga cihqing...",sizning buyurtmangiz bo'yciha muammo br aloqaga cihqing...,SUSPICIOUS,uz,synthetic_suspicious_v1
Yangi kirish urinishi qayd qilinid!,yangi kirish urinishi qayd qilinid,SUSPICIOUS,uz,synthetic_suspicious_v1
"Hey, this is Mike. Can you call me back on this number...",hey this is mike. can you call me back on this number...,SUSPICIOUS,en,synthetic_suspicious_v1
Bugun kechqurun da ko'rishamiz.?,bugun kechqurun da ko'rishamiz.,SAFE,uz,v10_uzb_foundation
Shall call now dear having food,shall call now dear having food,SAFE,en,v10_eng_foundation
"Menga 286 000 tashlab ber, ertaga qaytaraman.!",menga 286 000 tashlab ber ertaga qaytaraman.,SAFE,uz,v10_uzb_foundation
What happened in interview?,what happened in interview,SAFE,en,v10_eng_foundation
Sizga 464605 so'm bonus berildi! Olish uchun: http://bonusuz.click,sizga 464605 so'm bonus berildi olish uchun: http://bonusuz.click,SUSPICIOUS,uz,v10_uzb_foundation
So'ngi faoliyatingzi bo'yicha eslatma!,so'ngi faoliyatingzi bo'yicha eslatma,SUSPICIOUS,uz,synthetic_suspicious_v1
Anything lor... U decide...,anything lor... u decide...,SAFE,uz,v10_uzb_foundation
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,but i'm really really broke oh. no amount is too small even lt gt,SAFE,en,v10_eng_foundation
All e best 4 ur driving tmr :-),all e best 4 ur driving tmr :,SAFE,en,v10_eng_foundation
Sizga 846291 so'm bonus berildi! Olish uchun: http://prize-win.top,sizga 846291 so'm bonus berildi olish uchun: http://prize win.top,SUSPICIOUS,uz,v10_uzb_foundation
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://t.me/premium_uz_bot?ref=5306326,diqqat akkauntingiz xavf ostida. tasdiqlash uchun kiring: https://t.me/premium_uz_bot ref 5306326,DANGEROUS,uz,v10_uzb_foundation
Your account is blocked! Podtverdite svoyu lichnost: https://t.me/prize_bot/944383 ?,your account is blocked podtverdite svoyu lichnost: https://t.me/prize_bot/944383,DANGEROUS,en,v10_eng_foundation
Networking technical support associate.,networking technical support associate.,SAFE,en,v10_eng_foundation
Оператор связи: изменения в тарифном плане!,оператор связи: изменения в тарифном плане,SUSPICIOUS,ru,synthetic_suspicious_v1
"Sizning hisobingizdan 1,500,000 so'm yechib olindi (Ref: 5344). Bekor qilish uchun quyidagi link orqali tasdiqlang: bit.ly/refund-uz/33",sizning hisobingizdan 1 500 000 so'm yechib olindi ref: 5344 . bekor qilish uchun quyidagi link orqali tasdiqlang: bit.ly/refund uz/33,DANGEROUS,uz,v10_uzb_foundation
Iltimos qo'ng'iroq qilib yuboring,iltimos qo'ng'iroq qilib yuboring,SAFE,uz,v10_uzb_foundation
You weer tagged in a conversation...,you weer tagged in a conversation...,SUSPICIOUS,en,synthetic_suspicious_v1
Long beach lor. Expected... U having dinner now?,long beach lor. expected... u having dinner now,SAFE,uz,v10_uzb_foundation
Bugun 15:00 da ko'rishamiz. tezroq,bugun 15:00 da ko'rishamiz. tezroq,SAFE,uz,v10_uzb_foundation
"Davlat tomonidan 2950,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bonus-uz.com/id/5193318",davlat tomonidan 2950 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bonus uz.com/id/5193318,DANGEROUS,uz,v10_uzb_foundation
Kredit uchun arizangiz rad etildi,kredit uchun arizangiz rad etildi,SAFE,uz,v10_uzb_foundation
Profilingiz shubhali harakatlar uchun bloklandi. Tiklash uchun: http://t.me/secure_bot,profilingiz shubhali harakatlar uchun bloklandi. tiklash uchun: http://t.me/secure_bot,DANGEROUS,uz,v10_uzb_foundation
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://18plus-video.apk/q=3877784,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: http://18plus video .apk /q 3877784,DANGEROUS,uz,v10_uzb_foundation
SIZNING MA'LUMOTLARINGIZ BO'ICHA TUSHUNTIRISH KERAK!,sizning ma'lumotlaringiz bo'icha tushuntirish kerak,SUSPICIOUS,uz,synthetic_suspicious_v1
"Menga 4680,000 so'm tashlab tura olasanmi??",menga 4680 000 so'm tashlab tura olasanmi,SAFE,uz,v10_uzb_foundation
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov-xato,payme.uz to'lovi amalga oshmadi. hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov xato,DANGEROUS,uz,v10_uzb_foundation
Please review and update yoru seccurity info,please review and update yoru seccurity info,SUSPICIOUS,en,synthetic_suspicious_v1
"We are hoping to get away by 7, from Langport. You still up for town tonight?",we are hoping to get away by 7 from langport. you still up for town tonight,SAFE,en,v10_eng_foundation
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february,SAFE,en,v10_eng_foundation
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-1729703,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bit.ly/uz 1729703,DANGEROUS,uz,v10_uzb_foundation
Ваш контакт был пеердан нам партнером,ваш контакт был пеердан нам партнером,SUSPICIOUS,ru,synthetic_suspicious_v1
\ER,er,SAFE,en,v10_eng_foundation
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",i got arrested for possession at i shit you not lt time gt pm,SAFE,en,v10_eng_foundation
"Kriptovalyuta sarmoya qilib kuniga 410,000 so'm toping: http://bit.ly/uz-3168526",kriptovalyuta sarmoya qilib kuniga 410 000 so'm toping: http://bit.ly/uz 3168526,DANGEROUS,uz,v10_uzb_foundation
You were tagged in a conversation...,you were tagged in a conversation...,SUSPICIOUS,en,synthetic_suspicious_v1
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",free msg. sorry a service you ordered from 81303 could not be delivered as you do not have sufficient credit. please top up to receive the service.,SUSPICIOUS,en,v10_eng_foundation
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bit.ly/uz-5408794,diqqat akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://bit.ly/uz 5408794,DANGEROUS,uz,v10_uzb_foundation
daftar narxi qancha ekan hozir? :),daftar narxi qancha ekan hozir :,SAFE,uz,v10_uzb_foundation
Verification pendinng for your recent activity,verification pendinng for your recent activity,SUSPICIOUS,en,synthetic_suspicious_v1
Ertaga 10 da dars boshlanadimi?,ertaga 10 da dars boshlanadimi,SAFE,uz,v10_uzb_foundation
Yo you around? A friend of mine's lookin to pick up later tonight,yo you around a friend of mine's lookin to pick up later tonight,SAFE,en,v10_eng_foundation
"Yangi qurilmadan (iPhone 13, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=37",yangi qurilmadan iphone 13 samarkand hisobingizga kirish aniqlandi. xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf uz id 37,DANGEROUS,uz,v10_uzb_foundation
