text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
Yangi xabar: http://msg.top,yangi xabar: http://msg.top,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Kodingiz: 3344. Uni xodimlar so'ramaydi.,kodingiz: 3344. uni xodimlar so'ramaydi.,SAFE,en,low,master_semantic_dataset_v7.csv
Hisobingiz to'ldirildi: 50 000.,hisobingiz to'ldirildi: 50 000.,SAFE,en,low,master_semantic_dataset_v7.csv
Karta xavf ostida! Kodni ayting.,karta xavf ostida! kodni ayting.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Bonus: GIFT50. http://gift.uz,bonus: gift50. http://gift.uz,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
To'lovni bekor qilish: http://cancel.xyz,to'lovni bekor qilish: http://cancel.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Akkauntga kirish: http://auth.net,akkauntga kirish: http://auth.net,DANGEROUS,en,low,master_semantic_dataset_v7.csv
To'lov kodi: 1111. Yakunlash uchun kiriting.,to'lov kodi: 1111. yakunlash uchun kiriting.,SAFE,en,low,master_semantic_dataset_v7.csv
"Kodni bermang, bu firibgarlik!","kodni bermang, bu firibgarlik!",SAFE,en,low,master_semantic_dataset_v7.csv
Keshbek: 10 000 so'm.,keshbek: 10 000 so'm.,SAFE,en,low,master_semantic_dataset_v7.csv
Arizangiz rad etildi.,arizangiz rad etildi.,SAFE,en,low,master_semantic_dataset_v7.csv
Kreditingiz ma'qullandi! http://credit.click,kreditingiz ma'qullandi! http://credit.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Sovg'a! http://prize.online,sovg'a! http://prize.online,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Karta raqami?,karta raqami?,DANGEROUS,en,low,master_semantic_dataset_v7.csv
CVV?,cvv?,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Muddati?,muddati?,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Yangilanish: tg.apk,yangilanish: tg.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hujjat: doc.exe,hujjat: doc.exe,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Tanlandingiz! http://winner.site,tanlandingiz! http://winner.site,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Login: http://login.top,login: http://login.top,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Xabar: 5678. Saytda ishlating.,xabar: 5678. saytda ishlating.,SAFE,en,low,master_semantic_dataset_v7.csv
"Salom, qandaysiz?","salom, qandaysiz?",SAFE,en,low,master_semantic_dataset_v7.csv
Non olib keling.,non olib keling.,SAFE,en,low,master_semantic_dataset_v7.csv
Majlis boshlandi.,majlis boshlandi.,SAFE,en,low,master_semantic_dataset_v7.csv
To'lov qabul qilindi.,to'lov qabul qilindi.,SAFE,en,low,master_semantic_dataset_v7.csv
Hisobingiz to'ldirildi.,hisobingiz to'ldirildi.,SAFE,en,low,master_semantic_dataset_v7.csv
O'tkazma bajarildi.,o'tkazma bajarildi.,SAFE,en,low,master_semantic_dataset_v7.csv
Karta faollashtirildi.,karta faollashtirildi.,SAFE,en,low,master_semantic_dataset_v7.csv
To'lov muvaffaqiyatli.,to'lov muvaffaqiyatli.,SAFE,en,low,master_semantic_dataset_v7.csv
Begonalarga aytmang!,begonalarga aytmang!,SAFE,en,low,master_semantic_dataset_v7.csv
Ishonmang!,ishonmang!,SAFE,en,low,master_semantic_dataset_v7.csv
Yutuq: http://win.click,yutuq: http://win.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Tasdiqlash: http://pay.net,tasdiqlash: http://pay.net,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Blok: http://block.xyz,blok: http://block.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Parol?,parol?,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Arzon: http://sale.click,arzon: http://sale.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Video: http://video.ml,video: http://video.ml,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Rasm: http://photo.top,rasm: http://photo.top,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
VPN: vpn.apk,vpn: vpn.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Fayl: doc.zip,fayl: doc.zip,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Tasdiqlash kodi: 5566. Uni hech kimga bermang.,tasdiqlash kodi: 5566. uni hech kimga bermang.,SAFE,en,low,master_semantic_dataset_v7.csv
Balans: 5000 co'm.,balans: 5000 co'm.,SAFE,en,low,master_semantic_dataset_v7.csv
Karta: 9860****,karta: 9860****,SAFE,en,low,master_semantic_dataset_v7.csv
Muddati tugadi.,muddati tugadi.,SAFE,en,low,master_semantic_dataset_v7.csv
Akkauntga kirildi.,akkauntga kirildi.,SAFE,en,low,master_semantic_dataset_v7.csv
Parolni o'zgartiring.,parolni o'zgartiring.,SAFE,en,low,master_semantic_dataset_v7.csv
Kodi: 1111.,kodi: 1111.,SAFE,en,low,master_semantic_dataset_v7.csv
Kodi: 2222.,kodi: 2222.,SAFE,en,low,master_semantic_dataset_v7.csv
Kodi: 3333.,kodi: 3333.,SAFE,en,low,master_semantic_dataset_v7.csv
Kodi: 4444.,kodi: 4444.,SAFE,en,low,master_semantic_dataset_v7.csv
Kodi: 5555.,kodi: 5555.,SAFE,en,low,master_semantic_dataset_v7.csv
Parol: 6677.,parol: 6677.,SAFE,en,low,master_semantic_dataset_v7.csv
Tushum: 20 000.,tushum: 20 000.,SAFE,en,low,master_semantic_dataset_v7.csv
Keshbek: 1000.,keshbek: 1000.,SAFE,en,low,master_semantic_dataset_v7.csv
Kodi: 8080.,kodi: 8080.,SAFE,en,low,master_semantic_dataset_v7.csv
Sayt: http://bank.uz,sayt: http://bank.uz,SAFE,en,low,master_semantic_dataset_v7.csv
Kodingiz kerak.,kodingiz kerak.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Bloklanadi!,bloklanadi!,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Tezroq: http://quick.click,tezroq: http://quick.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Karta CVV?,karta cvv?,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Fayl: sign.exe,fayl: sign.exe,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Yuklang: setup.apk,yuklang: setup.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz","karta raqami va cvv kodini ayting, tizimni tekshiramiz",DANGEROUS,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 485671,sizning kodingiz: 485671,SAFE,en,low,master_semantic_dataset_v7.csv
Karta ma'lumotlarini kiriting: http://unblock-card.io,karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Karta ma'lumotlarini kiriting: http://secure-login.xyz,karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 297161,sizning kodingiz: 297161,SAFE,en,low,master_semantic_dataset_v7.csv
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,sizning raqamingiz g'olib bo'ldi! sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizga 678520 so'm bonus berildi! Olish uchun: http://bonusuz.click,sizga 678520 so'm bonus berildi! olish uchun: http://bonusuz.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Hujjatni yuklab oling va oching: invoice.apk,hujjatni yuklab oling va oching: invoice.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,diqqat! kodni faqat bank ilovasiga kiriting. uni begonalarga ishonib topshirmang.,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 616846 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 616846 so'm bonus berildi! olish uchun: http://promo-gift.ml,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://unblock-card.io,akkauntingiz bloklandi. darhol loginni tasdiqlang: http://unblock-card.io,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Balansingiz: 51540 so'm. To'lov muvaffaqiyatli.,balansingiz: 51540 so'm. to'lov muvaffaqiyatli.,SAFE,en,low,master_semantic_dataset_v7.csv
Hisobingizga 440808 so'm kelib tushdi. Manba: Click,hisobingizga 440808 so'm kelib tushdi. manba: click,SAFE,en,low,master_semantic_dataset_v7.csv
Hisobingizga 266762 so'm kelib tushdi. Manba: Uzum,hisobingizga 266762 so'm kelib tushdi. manba: uzum,SAFE,en,low,master_semantic_dataset_v7.csv
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://secure-login.xyz,akkauntingiz bloklandi. darhol loginni tasdiqlang: http://secure-login.xyz,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hisobingizga 52014 so'm kelib tushdi. Manba: Click,hisobingizga 52014 so'm kelib tushdi. manba: click,SAFE,en,low,master_semantic_dataset_v7.csv
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
To'lovni tasdiqlash uchun CVV kodni ayting.,to'lovni tasdiqlash uchun cvv kodni ayting.,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 60953 so'm. Uzum,muvaffaqiyatli to'lov! miqdor: 60953 so'm. uzum,SAFE,en,low,master_semantic_dataset_v7.csv
Rasmni ko'ring: document.jpg.apk,rasmni ko'ring: document.jpg.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Rasmni ko'ring: scan.jpg.apk,rasmni ko'ring: scan.jpg.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hujjatni yuklab oling va oching: update.apk,hujjatni yuklab oling va oching: update.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hujjatni yuklab oling va oching: photo.apk,hujjatni yuklab oling va oching: photo.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,sizning raqamingiz g'olib bo'ldi! sovg'ani olish: http://bonusuz.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Karta ma'lumotlarini kiriting: http://pay-check.top,karta ma'lumotlarini kiriting: http://pay-check.top,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
O'tkazma qabul qilindi: 199856 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 199856 so'm. humo/uzcard,SAFE,en,low,master_semantic_dataset_v7.csv
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://lucky-draw.net,sizning raqamingiz g'olib bo'ldi! sovg'ani olish: http://lucky-draw.net,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 102102,sizning kodingiz: 102102,SAFE,en,low,master_semantic_dataset_v7.csv
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,xavfsizlik yuzasidan kodni maxfiy tuting. bank xodimlariga ham bermang.,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 674349 so'm bonus berildi! Olish uchun: http://prize-win.top,sizga 674349 so'm bonus berildi! olish uchun: http://prize-win.top,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 16348 so'm. Payme,muvaffaqiyatli to'lov! miqdor: 16348 so'm. payme,SAFE,en,low,master_semantic_dataset_v7.csv
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://pay-check.top,akkauntingiz bloklandi. darhol loginni tasdiqlang: http://pay-check.top,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hujjatni yuklab oling va oching: video.apk,hujjatni yuklab oling va oching: video.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hujjatni yuklab oling va oching: scan.apk,hujjatni yuklab oling va oching: scan.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Balansingiz: 369354 so'm. To'lov muvaffaqiyatli.,balansingiz: 369354 so'm. to'lov muvaffaqiyatli.,SAFE,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 287399 so'm. Click xizmati.,xizmat haqi: 287399 so'm. click xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 203852 so'm. Click,muvaffaqiyatli to'lov! miqdor: 203852 so'm. click,SAFE,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 976629,sizning kodingiz: 976629,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 170768 so'm bonus berildi! Olish uchun: http://lucky-draw.net,sizga 170768 so'm bonus berildi! olish uchun: http://lucky-draw.net,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Hisobingizga 228702 so'm kelib tushdi. Manba: Click,hisobingizga 228702 so'm kelib tushdi. manba: click,SAFE,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 397242 so'm. Terminal,muvaffaqiyatli to'lov! miqdor: 397242 so'm. terminal,SAFE,en,low,master_semantic_dataset_v7.csv
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,sms kodingizni begonalarga bermang. xavfsizlik xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,akkauntingiz bloklandi. darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://prize-win.top,sizning raqamingiz g'olib bo'ldi! sovg'ani olish: http://prize-win.top,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Karta ma'lumotlarini kiriting: http://bank-verify.click,karta ma'lumotlarini kiriting: http://bank-verify.click,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 177460 so'm. Uzcard xizmati.,xizmat haqi: 177460 so'm. uzcard xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 425832 so'm. Ipak Yo'li xizmati.,xizmat haqi: 425832 so'm. ipak yo'li xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 233273 so'm. Click,muvaffaqiyatli to'lov! miqdor: 233273 so'm. click,SAFE,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 176275 so'm. Uzum,muvaffaqiyatli to'lov! miqdor: 176275 so'm. uzum,SAFE,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 294102 so'm. Uzum,muvaffaqiyatli to'lov! miqdor: 294102 so'm. uzum,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 207494 so'm bonus berildi! Olish uchun: http://lucky-draw.net,sizga 207494 so'm bonus berildi! olish uchun: http://lucky-draw.net,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 927917,sizning kodingiz: 927917,SAFE,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 430389 so'm. Payme xizmati.,xizmat haqi: 430389 so'm. payme xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
O'tkazma qabul qilindi: 74461 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 74461 so'm. humo/uzcard,SAFE,en,low,master_semantic_dataset_v7.csv
Hisobingizga 301947 so'm kelib tushdi. Manba: Terminal,hisobingizga 301947 so'm kelib tushdi. manba: terminal,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 864537 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 864537 so'm bonus berildi! olish uchun: http://promo-gift.ml,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Tasdiqlash kodi: 685035,tasdiqlash kodi: 685035,SAFE,en,low,master_semantic_dataset_v7.csv
Rasmni ko'ring: invoice.jpg.apk,rasmni ko'ring: invoice.jpg.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 288499 so'm. Humo xizmati.,xizmat haqi: 288499 so'm. humo xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
Tasdiqlash kodi: 559636,tasdiqlash kodi: 559636,SAFE,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 648453,sizning kodingiz: 648453,SAFE,en,low,master_semantic_dataset_v7.csv
Sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Hisobingizga 49440 so'm kelib tushdi. Manba: Uzum,hisobingizga 49440 so'm kelib tushdi. manba: uzum,SAFE,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 115909,sizning kodingiz: 115909,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 16008 so'm bonus berildi! Olish uchun: http://lucky-draw.net,sizga 16008 so'm bonus berildi! olish uchun: http://lucky-draw.net,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Tasdiqlash kodi: 887863,tasdiqlash kodi: 887863,SAFE,en,low,master_semantic_dataset_v7.csv
Balansingiz: 493028 so'm. To'lov muvaffaqiyatli.,balansingiz: 493028 so'm. to'lov muvaffaqiyatli.,SAFE,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 226291 so'm. Uzum,muvaffaqiyatli to'lov! miqdor: 226291 so'm. uzum,SAFE,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 224207 so'm. Click,muvaffaqiyatli to'lov! miqdor: 224207 so'm. click,SAFE,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 359283 so'm. Humo xizmati.,xizmat haqi: 359283 so'm. humo xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
Sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizga 481919 so'm bonus berildi! Olish uchun: http://bonusuz.click,sizga 481919 so'm bonus berildi! olish uchun: http://bonusuz.click,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
O'tkazma qabul qilindi: 437092 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 437092 so'm. humo/uzcard,SAFE,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 497926 so'm. Uzum,muvaffaqiyatli to'lov! miqdor: 497926 so'm. uzum,SAFE,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 469641 so'm. Uzcard xizmati.,xizmat haqi: 469641 so'm. uzcard xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
Kodingiz: 159116. Uni hech qachon begona shaxslarga aytmang!,kodingiz: 159116. uni hech qachon begona shaxslarga aytmang!,SAFE,en,low,master_semantic_dataset_v7.csv
O'tkazma qabul qilindi: 179942 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 179942 so'm. humo/uzcard,SAFE,en,low,master_semantic_dataset_v7.csv
Tasdiqlash kodi: 292294,tasdiqlash kodi: 292294,SAFE,en,low,master_semantic_dataset_v7.csv
Balansingiz: 61876 so'm. To'lov muvaffaqiyatli.,balansingiz: 61876 so'm. to'lov muvaffaqiyatli.,SAFE,en,low,master_semantic_dataset_v7.csv
Hujjatni yuklab oling va oching: document.apk,hujjatni yuklab oling va oching: document.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Rasmni ko'ring: update.jpg.apk,rasmni ko'ring: update.jpg.apk,DANGEROUS,en,low,master_semantic_dataset_v7.csv
Hisobingizga 159390 so'm kelib tushdi. Manba: Payme,hisobingizga 159390 so'm kelib tushdi. manba: payme,SAFE,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 330822 so'm. Click xizmati.,xizmat haqi: 330822 so'm. click xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
Balansingiz: 230103 so'm. To'lov muvaffaqiyatli.,balansingiz: 230103 so'm. to'lov muvaffaqiyatli.,SAFE,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 175789 so'm. Uzum,muvaffaqiyatli to'lov! miqdor: 175789 so'm. uzum,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 737068 so'm bonus berildi! Olish uchun: http://prize-win.top,sizga 737068 so'm bonus berildi! olish uchun: http://prize-win.top,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Muvaffaqiyatli to'lov! Miqdor: 477198 so'm. Payme,muvaffaqiyatli to'lov! miqdor: 477198 so'm. payme,SAFE,en,low,master_semantic_dataset_v7.csv
Balansingiz: 409335 so'm. To'lov muvaffaqiyatli.,balansingiz: 409335 so'm. to'lov muvaffaqiyatli.,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 634030 so'm bonus berildi! Olish uchun: http://lucky-draw.net,sizga 634030 so'm bonus berildi! olish uchun: http://lucky-draw.net,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizga 236357 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 236357 so'm bonus berildi! olish uchun: http://promo-gift.ml,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
O'tkazma qabul qilindi: 286322 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 286322 so'm. humo/uzcard,SAFE,en,low,master_semantic_dataset_v7.csv
Sizga 693164 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 693164 so'm bonus berildi! olish uchun: http://promo-gift.ml,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Sizga 342417 so'm bonus berildi! Olish uchun: http://prize-win.top,sizga 342417 so'm bonus berildi! olish uchun: http://prize-win.top,SUSPICIOUS,en,low,master_semantic_dataset_v7.csv
Xizmat haqi: 103592 so'm. Hamkorbank xizmati.,xizmat haqi: 103592 so'm. hamkorbank xizmati.,SAFE,en,low,master_semantic_dataset_v7.csv
Sizning kodingiz: 556895,sizning kodingiz: 556895,SAFE,en,low,master_semantic_dataset_v7.csv
O'tkazma qabul qilindi: 465232 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 465232 so'm. humo/uzcard,SAFE,en,low,master_semantic_dataset_v7.csv
