text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence
Balansingiz: 40804 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 40804 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Tasdiqlash kodi: 884399,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 884399,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 343555 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 343555 so'm. humo/uzcard,uz,SAFE,en,en,low
Sizga 352428 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 352428 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Sizning kodingiz: 681320,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 681320,uz,SAFE,en,en,low
Balansingiz: 142385 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 142385 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Balansingiz: 322041 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 322041 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 342634 so'm. Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 342634 so'm. uzum,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 263394 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 263394 so'm. humo/uzcard,uz,SAFE,en,en,low
Sizga 622833 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 622833 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Sizga 62183 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 62183 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Balansingiz: 1309 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 1309 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 29134 so'm. Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 29134 so'm. uzum,uz,SAFE,en,en,low
Hisobingizga 331171 so'm kelib tushdi. Manba: Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 331171 so'm kelib tushdi. manba: payme,uz,SAFE,en,en,low
Sizning kodingiz: 955158,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 955158,uz,SAFE,en,en,low
Tasdiqlash kodi: 591101,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 591101,uz,SAFE,en,en,low
Sizga 225688 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 225688 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Tasdiqlash kodi: 869597,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 869597,uz,SAFE,en,en,low
Sizga 380558 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 380558 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Balansingiz: 290723 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 290723 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Tasdiqlash kodi: 794386,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 794386,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 310899 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 310899 so'm. humo/uzcard,uz,SAFE,en,en,low
Sizga 621687 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 621687 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Xizmat haqi: 30940 so'm. Uzcard xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 30940 so'm. uzcard xizmati.,uz,SAFE,en,en,low
Sizga 69504 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 69504 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizga 742016 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 742016 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizga 746240 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 746240 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Balansingiz: 223538 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 223538 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Sizga 929456 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 929456 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Hisobingizga 409808 so'm kelib tushdi. Manba: Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 409808 so'm kelib tushdi. manba: uzum,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 280230 so'm. Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 280230 so'm. click,uz,SAFE,en,en,low
Sizga 191780 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 191780 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Hisobingizga 349644 so'm kelib tushdi. Manba: Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 349644 so'm kelib tushdi. manba: uzum,uz,SAFE,en,en,low
Balansingiz: 487218 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 487218 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 26511 so'm. Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 26511 so'm. click,uz,SAFE,en,en,low
Tasdiqlash kodi: 705719,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 705719,uz,SAFE,en,en,low
Sizning kodingiz: 657515,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 657515,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 132106 so'm. Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 132106 so'm. terminal,uz,SAFE,en,en,low
Tasdiqlash kodi: 622642,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 622642,uz,SAFE,en,en,low
Sizga 252556 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 252556 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 217912 so'm. Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 217912 so'm. payme,uz,SAFE,en,en,low
Hisobingizga 372570 so'm kelib tushdi. Manba: Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 372570 so'm kelib tushdi. manba: payme,uz,SAFE,en,en,low
Sizga 993480 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 993480 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Kodingiz: 132107. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 132107. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Sizga 661649 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 661649 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizga 956169 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 956169 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Xizmat haqi: 432231 so'm. Payme xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 432231 so'm. payme xizmati.,uz,SAFE,en,en,low
Sizga 332790 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 332790 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
O'tkazma qabul qilindi: 97007 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 97007 so'm. humo/uzcard,uz,SAFE,en,en,low
Sizga 984998 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 984998 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 93093 so'm. Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 93093 so'm. terminal,uz,SAFE,en,en,low
Sizga 33458 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 33458 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Sizga 826572 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 826572 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizning kodingiz: 243756,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 243756,uz,SAFE,en,en,low
Sizga 380436 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 380436 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizga 408628 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 408628 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Xizmat haqi: 466310 so'm. Ipak Yo'li xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 466310 so'm. ipak yo'li xizmati.,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 99570 so'm. Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 99570 so'm. click,uz,SAFE,en,en,low
Balansingiz: 257445 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 257445 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 112375 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 112375 so'm. humo/uzcard,uz,SAFE,en,en,low
Tasdiqlash kodi: 230833,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 230833,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 200469 so'm. Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 200469 so'm. payme,uz,SAFE,en,en,low
Sizning kodingiz: 567750,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 567750,uz,SAFE,en,en,low
Sizga 276321 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 276321 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 5898 so'm. Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 5898 so'm. terminal,uz,SAFE,en,en,low
Sizga 494145 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 494145 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Xizmat haqi: 336028 so'm. Click xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 336028 so'm. click xizmati.,uz,SAFE,en,en,low
Xizmat haqi: 52000 so'm. Click xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 52000 so'm. click xizmati.,uz,SAFE,en,en,low
Balansingiz: 426320 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 426320 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Sizga 933686 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 933686 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Xizmat haqi: 468680 so'm. Humo xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 468680 so'm. humo xizmati.,uz,SAFE,en,en,low
Sizga 349160 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 349160 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizga 933882 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 933882 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Tasdiqlash kodi: 674168,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 674168,uz,SAFE,en,en,low
Balansingiz: 300631 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 300631 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Tasdiqlash kodi: 165734,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 165734,uz,SAFE,en,en,low
Xizmat haqi: 139174 so'm. Uzcard xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 139174 so'm. uzcard xizmati.,uz,SAFE,en,en,low
Kodingiz: 729581. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 729581. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 209900 so'm. Terminal,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 209900 so'm. terminal,uz,SAFE,en,en,low
Sizga 294272 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 294272 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Tasdiqlash kodi: 45329,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 45329,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 443700 so'm. Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 443700 so'm. uzum,uz,SAFE,en,en,low
Balansingiz: 352676 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 352676 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Sizga 407405 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 407405 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Kodingiz: 391933. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 391933. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Sizning kodingiz: 831345,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 831345,uz,SAFE,en,en,low
Sizga 63562 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 63562 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Sizga 147237 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 147237 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Kodingiz: 808479. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 808479. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Sizning kodingiz: 121830,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 121830,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 486385 so'm. Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 486385 so'm. click,uz,SAFE,en,en,low
Sizga 984722 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 984722 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Xizmat haqi: 413726 so'm. Hamkorbank xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 413726 so'm. hamkorbank xizmati.,uz,SAFE,en,en,low
Balansingiz: 397449 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 397449 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Sizga 155036 so'm bonus berildi! Olish uchun: http://prize-win.top,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 155036 so'm bonus berildi! olish uchun: http://prize-win.top,uz,SUSPICIOUS,en,en,low
Sizga 590071 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 590071 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
O'tkazma qabul qilindi: 364983 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 364983 so'm. humo/uzcard,uz,SAFE,en,en,low
Xizmat haqi: 255526 so'm. Ipak Yo'li xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 255526 so'm. ipak yo'li xizmati.,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 138105 so'm. Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 138105 so'm. click,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 430502 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 430502 so'm. humo/uzcard,uz,SAFE,en,en,low
Sizga 400945 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 400945 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
O'tkazma qabul qilindi: 284556 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 284556 so'm. humo/uzcard,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 420392 so'm. Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 420392 so'm. uzum,uz,SAFE,en,en,low
Xizmat haqi: 218583 so'm. Payme xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 218583 so'm. payme xizmati.,uz,SAFE,en,en,low
Hisobingizga 92093 so'm kelib tushdi. Manba: Uzum,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 92093 so'm kelib tushdi. manba: uzum,uz,SAFE,en,en,low
Xizmat haqi: 391751 so'm. Humo xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 391751 so'm. humo xizmati.,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 45370 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 45370 so'm. humo/uzcard,uz,SAFE,en,en,low
Kodingiz: 807403. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 807403. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Sizga 228635 so'm bonus berildi! Olish uchun: http://bonusuz.click,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 228635 so'm bonus berildi! olish uchun: http://bonusuz.click,uz,SUSPICIOUS,en,en,low
Kodingiz: 796554. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 796554. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Sizga 654427 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 654427 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Balansingiz: 482266 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 482266 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 147972 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 147972 so'm. humo/uzcard,uz,SAFE,en,en,low
Balansingiz: 317604 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 317604 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Xizmat haqi: 490884 so'm. Ipak Yo'li xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 490884 so'm. ipak yo'li xizmati.,uz,SAFE,en,en,low
Xizmat haqi: 127095 so'm. Ipak Yo'li xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 127095 so'm. ipak yo'li xizmati.,uz,SAFE,en,en,low
Sizga 556612 so'm bonus berildi! Olish uchun: http://lucky-draw.net,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 556612 so'm bonus berildi! olish uchun: http://lucky-draw.net,uz,SUSPICIOUS,en,en,low
Kodingiz: 408798. Uni hech qachon begona shaxslarga aytmang!,uz,master_semantic_dataset_v7.csv,SAFE|WARNING,kodingiz: 408798. uni hech qachon begona shaxslarga aytmang!,uz,SAFE,en,en,low
Tasdiqlash kodi: 701284,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 701284,uz,SAFE,en,en,low
Sizga 188400 so'm bonus berildi! Olish uchun: http://promo-gift.ml,uz,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,sizga 188400 so'm bonus berildi! olish uchun: http://promo-gift.ml,uz,SUSPICIOUS,en,en,low
Xizmat haqi: 400026 so'm. Ipak Yo'li xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 400026 so'm. ipak yo'li xizmati.,uz,SAFE,en,en,low
Sizning kodingiz: 10947,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 10947,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 313724 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 313724 so'm. humo/uzcard,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 472879 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 472879 so'm. humo/uzcard,uz,SAFE,en,en,low
Xizmat haqi: 125590 so'm. Humo xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 125590 so'm. humo xizmati.,uz,SAFE,en,en,low
Hisobingizga 231983 so'm kelib tushdi. Manba: Payme,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 231983 so'm kelib tushdi. manba: payme,uz,SAFE,en,en,low
O'tkazma qabul qilindi: 218129 so'm. Humo/Uzcard,uz,master_semantic_dataset_v7.csv,SAFE|INFO,o'tkazma qabul qilindi: 218129 so'm. humo/uzcard,uz,SAFE,en,en,low
Balansingiz: 179498 so'm. To'lov muvaffaqiyatli.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,balansingiz: 179498 so'm. to'lov muvaffaqiyatli.,uz,SAFE,en,en,low
Sizning kodingiz: 646317,uz,master_semantic_dataset_v7.csv,SAFE|INFO,sizning kodingiz: 646317,uz,SAFE,en,en,low
Hisobingizga 432237 so'm kelib tushdi. Manba: Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,hisobingizga 432237 so'm kelib tushdi. manba: click,uz,SAFE,en,en,low
Muvaffaqiyatli to'lov! Miqdor: 284990 so'm. Click,uz,master_semantic_dataset_v7.csv,SAFE|INFO,muvaffaqiyatli to'lov! miqdor: 284990 so'm. click,uz,SAFE,en,en,low
Xizmat haqi: 197366 so'm. Humo xizmati.,uz,master_semantic_dataset_v7.csv,SAFE|INFO,xizmat haqi: 197366 so'm. humo xizmati.,uz,SAFE,en,en,low
Tasdiqlash kodi: 349452,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 349452,uz,SAFE,en,en,low
Tasdiqlash kodi: 450612,uz,master_semantic_dataset_v7.csv,SAFE|INFO,tasdiqlash kodi: 450612,uz,SAFE,en,en,low
