text,source,label,clean_text
Ushbu SMS ni 10 ta odamga yuboring va sizga baxt kulib boqadi (va balansingizga pul tushadi),sms,scam,ushbu sms ni 10 ta odamga yuboring va sizga baxt kulib boqadi va balansingizga pul tushadi
Internet paketingiz tugadi. Lekin aksiya asosida bepul paketni faollashtirishingiz mumkin: fake-paket.uz,sms,scam,internet paketingiz tugadi lekin aksiya asosida bepul paketni faollashtirishingiz mumkin fake paket uz
"Assalom, ishimizga 10 kishi kerak. Kuniga 200,000 so'm. O'rganish bepul, faqat ssilkaga bosing",sms,scam,assalom ishimizga 10 kishi kerak kuniga 200 000 so m o rganish bepul faqat ssilkaga bosing
Click Evolution: Tizim yangilanmoqda. Kartangizni qayta ulab qo'ying,sms,scam,click evolution tizim yangilanmoqda kartangizni qayta ulab qo ying
Sizning avtomobilingiz qidiruvga berilgan. Yo'l harakati xavfsizligi xizmati: havola.uz,sms,scam,sizning avtomobilingiz qidiruvga berilgan yo l harakati xavfsizligi xizmati havola uz
Elektr ta'minoti: Qarzdorlik uchun chiroq o'chiriladi. Onlayn to'lash: uzen-scam.uz,sms,scam,elektr ta minoti qarzdorlik uchun chiroq o chiriladi onlayn to lash uzen scam uz
Qonuniy yordam! Qarzni kechish dasturiga yoziling: botga kiring,sms,scam,qonuniy yordam qarzni kechish dasturiga yoziling botga kiring
Super daromad! Faqat telefon orqali ish. 1 kunda 50 dollar! Havolani bosing,sms,scam,super daromad faqat telefon orqali ish 1 kunda 50 dollar havolani bosing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring: boj-online.uz,sms,scam,sizning pochtangiz posilkasi bojxonada to xtatildi boj to lovini amalga oshiring boj online uz
"Aka, bugun soat 1 da uchrashaylik",sms,ham,aka bugun soat 1 da uchrashaylik
"Aka, bugun soat 2 da uchrashaylik",sms,ham,aka bugun soat 2 da uchrashaylik
"Aka, bugun soat 3 da uchrashaylik",sms,ham,aka bugun soat 3 da uchrashaylik
"Aka, bugun soat 4 da uchrashaylik",sms,ham,aka bugun soat 4 da uchrashaylik
"Aka, bugun soat 5 da uchrashaylik",sms,ham,aka bugun soat 5 da uchrashaylik
"Aka, bugun soat 6 da uchrashaylik",sms,ham,aka bugun soat 6 da uchrashaylik
"Aka, bugun soat 7 da uchrashaylik",sms,ham,aka bugun soat 7 da uchrashaylik
"Aka, bugun soat 8 da uchrashaylik",sms,ham,aka bugun soat 8 da uchrashaylik
"Aka, bugun soat 9 da uchrashaylik",sms,ham,aka bugun soat 9 da uchrashaylik
"Aka, bugun soat 10 da uchrashaylik",sms,ham,aka bugun soat 10 da uchrashaylik
"Aka, bugun soat 11 da uchrashaylik",sms,ham,aka bugun soat 11 da uchrashaylik
"Aka, bugun soat 12 da uchrashaylik",sms,ham,aka bugun soat 12 da uchrashaylik
"Pulni kartaga tushirdim, 50 ming so'm",sms,ham,pulni kartaga tushirdim 50 ming so m
"Pulni kartaga tushirdim, 60 ming so'm",sms,ham,pulni kartaga tushirdim 60 ming so m
"Pulni kartaga tushirdim, 70 ming so'm",sms,ham,pulni kartaga tushirdim 70 ming so m
"Pulni kartaga tushirdim, 80 ming so'm",sms,ham,pulni kartaga tushirdim 80 ming so m
"Pulni kartaga tushirdim, 90 ming so'm",sms,ham,pulni kartaga tushirdim 90 ming so m
"Pulni kartaga tushirdim, 100 ming so'm",sms,ham,pulni kartaga tushirdim 100 ming so m
"Pulni kartaga tushirdim, 110 ming so'm",sms,ham,pulni kartaga tushirdim 110 ming so m
"Pulni kartaga tushirdim, 120 ming so'm",sms,ham,pulni kartaga tushirdim 120 ming so m
"Pulni kartaga tushirdim, 130 ming so'm",sms,ham,pulni kartaga tushirdim 130 ming so m
"Pulni kartaga tushirdim, 140 ming so'm",sms,ham,pulni kartaga tushirdim 140 ming so m
"Pulni kartaga tushirdim, 150 ming so'm",sms,ham,pulni kartaga tushirdim 150 ming so m
"Pulni kartaga tushirdim, 160 ming so'm",sms,ham,pulni kartaga tushirdim 160 ming so m
"Pulni kartaga tushirdim, 170 ming so'm",sms,ham,pulni kartaga tushirdim 170 ming so m
"Pulni kartaga tushirdim, 180 ming so'm",sms,ham,pulni kartaga tushirdim 180 ming so m
"Pulni kartaga tushirdim, 190 ming so'm",sms,ham,pulni kartaga tushirdim 190 ming so m
"Pulni kartaga tushirdim, 200 ming so'm",sms,ham,pulni kartaga tushirdim 200 ming so m
Ertaga 8 da dars boshlanadimi?,sms,ham,ertaga 8 da dars boshlanadimi
Ertaga 9 da dars boshlanadimi?,sms,ham,ertaga 9 da dars boshlanadimi
Ertaga 10 da dars boshlanadimi?,sms,ham,ertaga 10 da dars boshlanadimi
Ertaga 11 da dars boshlanadimi?,sms,ham,ertaga 11 da dars boshlanadimi
Ertaga 12 da dars boshlanadimi?,sms,ham,ertaga 12 da dars boshlanadimi
Ertaga 13 da dars boshlanadimi?,sms,ham,ertaga 13 da dars boshlanadimi
Aka rahmat kattakon,sms,ham,aka rahmat kattakon
Opajon qandaysiz,sms,ham,opajon qandaysiz
"Ishdan chiqdim, ketyapman",sms,ham,ishdan chiqdim ketyapman
"Assalomu alaykum, ishlar qalay?",sms,ham,assalomu alaykum ishlar qalay
Ovqat tayyormi?,sms,ham,ovqat tayyormi
Choyxonada kutib o'tiramiz,sms,ham,choyxonada kutib o tiramiz
Xayrli tong!,sms,ham,xayrli tong
"Tinchlikmi, nima gaplar?",sms,ham,tinchlikmi nima gaplar
"Hozir bandman, keyinroq tel qilaman",sms,ham,hozir bandman keyinroq tel qilaman
Bugun paxtaga boramizmi?,sms,ham,bugun paxtaga boramizmi
Ha albatta,sms,ham,ha albatta
Yo'q bormayman,sms,ham,yo q bormayman
Raqamingizni yuboring,sms,ham,raqamingizni yuboring
Iltimos qo'ng'iroq qilib yuboring,sms,ham,iltimos qo ng iroq qilib yuboring
Nega telefonni ko'tarmaysan?,sms,ham,nega telefonni ko tarmaysan
Toshkentga yetib bordim,sms,ham,toshkentga yetib bordim
Samarqanddan kelyapman,sms,ham,samarqanddan kelyapman
Yo'l kiresi qancha ekan,sms,ham,yo l kiresi qancha ekan
Mashinangizni tuzatdingizmi?,sms,ham,mashinangizni tuzatdingizmi
Bayramlar bilan!,sms,ham,bayramlar bilan
Tug'ilgan kuning bilan tabriklayman!,sms,ham,tug ilgan kuning bilan tabriklayman
Rahmat senga ham,sms,ham,rahmat senga ham
Uka qalesan,sms,ham,uka qalesan
Imtihondan yaxshi o'tdim,sms,ham,imtihondan yaxshi o tdim
Bugun issiq bo'lar ekan,sms,ham,bugun issiq bo lar ekan
Kartoshka oling,sms,ham,kartoshka oling
Non olishni unutmang,sms,ham,non olishni unutmang
Taksi chaqirvormaysizmi,sms,ham,taksi chaqirvormaysizmi
Onamni oldiga bordim,sms,ham,onamni oldiga bordim
Shanba kuni kutaman,sms,ham,shanba kuni kutaman
Sotib yubordim,sms,ham,sotib yubordim
Mijoz keldi,sms,ham,mijoz keldi
Savdo qanaqa bugun,sms,ham,savdo qanaqa bugun
"Click: 10,000 so'm yutib oldingiz! Havolani bosing: click-bonus1.uz",sms,scam,click 10 000 so m yutib oldingiz havolani bosing click bonus1 uz
"Click: 20,000 so'm yutib oldingiz! Havolani bosing: click-bonus2.uz",sms,scam,click 20 000 so m yutib oldingiz havolani bosing click bonus2 uz
"Click: 30,000 so'm yutib oldingiz! Havolani bosing: click-bonus3.uz",sms,scam,click 30 000 so m yutib oldingiz havolani bosing click bonus3 uz
"Click: 40,000 so'm yutib oldingiz! Havolani bosing: click-bonus4.uz",sms,scam,click 40 000 so m yutib oldingiz havolani bosing click bonus4 uz
"Click: 50,000 so'm yutib oldingiz! Havolani bosing: click-bonus5.uz",sms,scam,click 50 000 so m yutib oldingiz havolani bosing click bonus5 uz
"Click: 60,000 so'm yutib oldingiz! Havolani bosing: click-bonus6.uz",sms,scam,click 60 000 so m yutib oldingiz havolani bosing click bonus6 uz
"Click: 70,000 so'm yutib oldingiz! Havolani bosing: click-bonus7.uz",sms,scam,click 70 000 so m yutib oldingiz havolani bosing click bonus7 uz
"Click: 80,000 so'm yutib oldingiz! Havolani bosing: click-bonus8.uz",sms,scam,click 80 000 so m yutib oldingiz havolani bosing click bonus8 uz
"Click: 90,000 so'm yutib oldingiz! Havolani bosing: click-bonus9.uz",sms,scam,click 90 000 so m yutib oldingiz havolani bosing click bonus9 uz
"Click: 100,000 so'm yutib oldingiz! Havolani bosing: click-bonus10.uz",sms,scam,click 100 000 so m yutib oldingiz havolani bosing click bonus10 uz
"Click: 110,000 so'm yutib oldingiz! Havolani bosing: click-bonus11.uz",sms,scam,click 110 000 so m yutib oldingiz havolani bosing click bonus11 uz
"Click: 120,000 so'm yutib oldingiz! Havolani bosing: click-bonus12.uz",sms,scam,click 120 000 so m yutib oldingiz havolani bosing click bonus12 uz
"Click: 130,000 so'm yutib oldingiz! Havolani bosing: click-bonus13.uz",sms,scam,click 130 000 so m yutib oldingiz havolani bosing click bonus13 uz
"Click: 140,000 so'm yutib oldingiz! Havolani bosing: click-bonus14.uz",sms,scam,click 140 000 so m yutib oldingiz havolani bosing click bonus14 uz
"Click: 150,000 so'm yutib oldingiz! Havolani bosing: click-bonus15.uz",sms,scam,click 150 000 so m yutib oldingiz havolani bosing click bonus15 uz
"Click: 160,000 so'm yutib oldingiz! Havolani bosing: click-bonus16.uz",sms,scam,click 160 000 so m yutib oldingiz havolani bosing click bonus16 uz
